Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272224673,3.544571359,3.409782829,4.360024572,2.830368724,4.165132994,4.096252252,3.754425146,3.654176466,3.570222415,3.793242563,3.390631252,3.583060319,4.049968902
Mongolia,1.354716938,1.418740538,1.950749856,1.537316755,1.904282664,1.768711821,1.714540485,1.83477215,2.056623953,2.160856471,2.228039308,2.305375227,2.419127527,2.490496348,2.607957615,2.748429692,2.895758869,3.18296615,3.605475993,3.826729191,4.071497649,3.833112101,3.803704393,3.837528672,3.447325595,4.697541846,4.894743899,5.206493616,5.54864529,4.936137001,5.93826675,6.654889856,5.732127774,5.235958353,4.525373003,4.473422085,3.751234044,3.647660018,3.629545263,3.623389675,3.754040286,3.707233528,3.929174984,3.771116327,3.829523705,4.37772049,4.853735305,5.019625502,4.928000657,5.101365326,5.26121897,5.67796858,6.067905312,6.377995845,6.16303262,5.769680363,5.944984194,6.252834169,6.725098053
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,0.262334322,0.3586031113,0.2647438649,0.2163107716,0.272559353,0.2495080056,0.2585559133,0.222606822,0.3226657086,0.3676959402,0.3308236394,0.3916167126,0.3493772916,0.3686473455,0.3179534435,0.2839023785,0.2450763379,0.2526955728,0.2603817011,0.2331198824,0.2758874873,0.2090048883,0.2084716284,0.158886581,0.1215937329,0.08991980421,0.07672646571,0.07685975821,0.07932997037,0.08132375966,0.08623814726,0.07052805782,0.07967550918,0.08976442058,0.07358819378,0.07556539872,0.07267967779,0.07867208833,0.07374830394,0.07132842996,0.0807365659,0.07737948502,0.08367020361,0.09880453241,0.09592904746,0.08343935255,0.08823484206,0.1028914861,0.1005539626,0.1096322741,0.1155894123,0.1322997416,0.123478276,0.1353637796,0.1700512573,0.2085644476,0.2080493914,0.2101294471,0.2251152012
Mauritania,0.04312205057,0.05444468048,0.06913573401,0.09476043939,0.1226429096,0.1636543812,0.1768371596,0.1890666399,0.2173882436,0.2471581642,0.3741262461,0.3382557912,0.3674701814,0.3742564721,0.3746885298,0.383071771,0.3773063215,0.394988729,0.4012675599,0.4044014934,0.4093898396,0.4183603362,0.5409630552,0.5581633181,0.5042626349,0.3687532759,0.204426134,1.747903451,1.673529742,1.437638693,0.4129089089,0.4118943596,0.4153744554,0.4139114266,0.4211889054,0.4322212281,0.4467107758,0.4314654168,0.3966001353,0.4333256298,0.4258203791,0.4366480968,0.4571474646,0.4549988625,0.4797148656,0.4794659609,0.4691655409,0.5370783935,0.546077239,0.5864311041,0.5924102799,0.6085622203,0.647501521,0.5762938386,0.6410755416,0.7290603968,0.6749077466,0.8873151758,0.9084071263
Mauritius,0.2725149427,0.2747191729,0.361281304,0.2907641394,0.418299766,0.4041978752,0.3577267814,0.6361795955,0.7991578293,0.704146331,0.6037675545,0.4719040072,0.8090999034,0.7844358184,0.7893278454,0.6618688341,0.6836384054,0.6964832062,0.6756557854,0.6948819229,0.6111419932,0.5535308865,0.5061646051,0.5967119601,0.6194862584,0.693494936,0.7773600685,0.8989809687,0.8189983312,1.001111999,1.095605771,1.167933953,1.217216981,1.339561535,1.356881365,1.380899224,1.419758094,1.410800812,1.542543611,1.871915063,2.047396815,2.148313908,2.166656567,2.266415026,2.268626695,2.409924983,2.674238814,2.742753886,2.789117779,2.741639003,2.92706334,2.906410392,2.970024254,3.034990581,3.132598534,3.136372817,3.197535681,3.305359031,3.264040313
Malawi,,,,,0.08184528976,0.08425880598,0.1011781824,0.08429001466,0.08706649252,0.08322819818,0.09666857506,0.1040317724,0.1101899424,0.1123131099,0.105070148,0.1075966081,0.1051369424,0.1115885158,0.1137996399,0.105021739,0.1138157766,0.09435732131,0.09047446803,0.0854445672,0.0800308646,0.07668728918,0.07222656296,0.06711381944,0.06283845447,0.06222398422,0.07655910219,0.08228857227,0.08156123483,0.09062509172,0.09337456179,0.09243817156,0.09079314598,0.09254833897,0.08718441256,0.08844400734,0.07893260868,0.07697690019,0.07341853697,0.07333221502,0.07397269205,0.07207378455,0.07168352142,0.07345331307,0.08012879465,0.07927429479,0.07152874606,0.07619242142,0.07274612059,0.07639232751,0.06752795504,0.07166187776,0.07904562636,0.08488871627,0.08653372624
Malaysia,0.4374499009,0.4752651547,0.4686929418,0.5536996571,0.6942623846,0.6809304053,0.7858325614,0.8439013645,0.8264829142,0.9030722615,1.351519525,1.507581062,1.58184889,1.51075122,1.604742761,1.59889811,1.9163341,1.767800522,1.770789813,2.026652457,2.029087858,2.180888011,2.112592412,2.562297268,2.283864458,2.323063693,2.49224794,2.467156648,2.509871775,2.845702093,3.116502968,3.41955733,3.62422945,3.65359824,3.854334585,4.094183,4.553798411,4.753559256,4.659355404,4.934405111,5.244833936,5.346888739,5.631518427,5.822545133,6.251129636,6.477462684,6.590348185,7.048555882,7.384710598,6.526762285,7.058628841,7.038856147,6.99321172,7.459383568,7.757158614,7.682279042,7.451282159,7.165808462,7.600220413
North America,15.52999501,15.22591183,15.57257227,15.99706747,16.54338452,17.02698453,17.64292429,18.15419062,18.67382277,19.36723929,20.63304563,20.51119886,21.31108396,21.98175677,21.08159405,20.09168314,20.76000421,21.1147368,21.52745739,21.44260623,20.52606065,19.53134467,18.39036091,18.33379476,18.74897714,18.63559701,18.40976328,19.05465847,19.71911525,19.77240246,18.98661574,18.58304512,18.62995599,18.79485121,18.87301504,18.87027184,19.22245718,19.92285374,19.86500581,19.73514048,20.11481753,19.80333828,19.18917941,19.28954272,19.33437044,19.24436165,18.73122104,18.89463463,18.12704499,16.6912471,17.26997425,16.53901451,15.77403901,16.08246342,16.013094,15.55083364,15.14692452,14.86822332,15.27087561
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7586025187,0.8042448306,0.9131257323,1.030263358,1.087313084,1.154277621,1.160168643,1.166527588,1.122537434,1.081031081,1.348930479,1.150406774,1.208016761,1.247551418,1.305256728,1.288478064,1.30574588,1.448578876,1.456003467,1.477197591,1.539390309,1.612920128,1.710315531,1.759459072,1.844571323,1.848990095,1.802197016,1.735898378
New Caledonia,10.90816456,10.92874384,6.771199041,7.231306884,12.48694665,13.61449724,16.15833155,15.276,18.50084422,14.98533654,21.37991964,20.1685,13.58689243,20.23270817,21.24620611,19.09607547,17.84241791,15.74652941,11.22768727,11.86148736,14.29619422,9.768384157,8.68301304,7.768022865,7.955443455,9.425697637,8.925713378,9.093246106,9.209514207,9.865205095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,0.00865681807,0.01577737226,0.01839515215,0.02382467714,0.02507151306,0.02342162398,0.0336842215,0.03185165811,0.03784025282,0.04347634763,0.04796498062,0.04981065049,0.05306440027,0.06732350758,0.05746970468,0.06435889326,0.06254766796,0.06678008537,0.07395427458,0.08255655025,0.09551711471,0.1112526204,0.1179261389,0.1477214418,0.1478956917,0.1442199053,0.1267167541,0.1365943533,0.1311650411,0.1338554765,0.07475152593,0.06876799957,0.06186693636,0.06771782029,0.06326134483,0.0590076867,0.0651293428,0.06386200462,0.06637763946,0.06221453364,0.05912689346,0.056163693,0.05742417466,0.06008863231,0.06018628493,0.05578197,0.05302613432,0.05583775564,0.05639006661,0.06816834374,0.08321172982,0.08238498093,0.106208362,0.09673434053,0.1029096294,0.09849181041,0.0947626146,0.0958227396,0.102037038
Nigeria,0.07547096201,0.08931947741,0.08888786259,0.1113851014,0.1482740597,0.2346743292,0.2520178026,0.2452735918,0.1239782096,0.2213588693,0.3847648059,0.5633908889,0.7061369626,0.8247219083,1.009957688,0.7478738736,0.8470692102,0.7524638657,0.6971712851,0.9849766275,0.9282413189,0.8743092189,0.8472777367,0.7546420826,0.8548359922,0.8364133331,0.8570374695,0.6739851156,0.7826452063,0.4574065629,0.71261686,0.7737466185,0.8626050985,0.8219024611,0.7648130822,0.7553613215,0.7877560126,0.7363099086,0.6588734195,0.6260268788,0.6220772255,0.679059355,0.6696160619,0.6723242892,0.6549639737,0.7088898576,0.6468436677,0.6158946143,0.6091051457,0.4810628825,0.5724174546,0.6270688851,0.602049397,0.6445985624,0.6587117454,0.5970603959,0.5830278433,0.5915967888,0.6671101985
Nicaragua,0.2998733315,0.3066234482,0.3497143729,0.4333535432,0.4733433409,0.3776247003,0.4506407914,0.4923148969,0.5440693661,0.5513966804,0.5836058912,0.6073871227,0.6277183184,0.6934602999,0.7168486123,0.6871887758,0.768875431,0.9506873267,0.8554336924,0.5399781926,0.620988694,0.6373325889,0.6123820558,0.5640408473,0.5083299981,0.5332078494,0.5918023255,0.6237236781,0.5625965923,0.3619437183,0.4624487982,0.4499047467,0.5132301099,0.4929976408,0.5549450429,0.5696248107,0.5947395916,0.6255621256,0.7168105515,0.7092708715,0.743690956,0.763793914,0.7778785145,0.8559904688,0.8387807483,0.7906312768,0.8179540738,0.83541053,0.7869519832,0.7640711801,0.7743741563,0.8080589053,0.7839492656,0.740623199,0.774899255,0.8468265857,0.8534304573,0.8457529809,0.8058152329
Netherlands,6.39917962,6.520357665,7.060853797,7.623924888,7.987673248,8.174053896,8.321531816,8.476054637,8.920252219,9.00064816,10.88580887,10.67681011,11.83880977,12.32545243,11.84534918,11.19687488,12.31905294,11.85592809,12.23297754,13.37862422,12.54494544,11.57815117,9.384833319,9.623180022,10.05639192,10.20925607,9.956978312,10.40360157,9.953506258,10.98402906,9.92207476,10.25030329,10.09340915,10.35096081,10.23348227,10.63069644,11.19861063,10.66451429,10.62696753,10.22255884,10.19119447,10.43238952,10.37220487,10.5058137,10.57378312,10.29236266,10.01523238,10.049631,10.05679759,9.711810757,10.30129048,9.517120693,9.401394047,9.349914356,8.887632902,9.333572532,9.293428178,9.100887639,8.772823734
Norway,3.658563698,3.698694388,3.868626059,4.086515969,4.382327935,4.407489804,5.2127318,5.10729497,5.539193646,5.775392981,7.227535069,6.968451763,7.482238767,7.706917012,6.949826335,7.404803169,7.281807791,7.684619256,8.57238638,8.408177547,9.313753849,9.8372189,9.976716899,9.083047026,9.772232741,9.804827001,11.29660355,9.722543741,10.09201,11.6822755,6.884400773,6.396460406,7.103861725,7.428123111,7.764123753,7.593164225,7.771602087,8.129108679,8.468984516,8.823569621,7.588566115,7.705343073,7.595591076,8.131693121,8.157825393,7.866690632,8.016002825,8.069391672,7.774402648,7.755668887,8.561636831,8.108073186,7.793051929,7.522211786,7.451483601,7.447085509,7.249949804,6.992651841,7.031361189
Nepal,0.007983525085,0.007857403046,0.008435422217,0.009336402436,0.01394172715,0.01637514272,0.01706721754,0.01868458701,0.02180495713,0.03377394039,0.01882906869,0.01606769369,0.02127378043,0.03281187936,0.03239384492,0.02623117535,0.02058090308,0.02404841275,0.0230023684,0.03497869991,0.03614153265,0.02958945949,0.0282087127,0.03074694687,0.04272884313,0.04024097307,0.04083974427,0.0495211646,0.05514513682,0.04950295259,0.04972103327,0.06080748423,0.06169024655,0.06881414631,0.08269608632,0.08759702993,0.08872651735,0.09696799242,0.1006163838,0.132709649,0.1344967497,0.1425220313,0.1128384015,0.1204104481,0.1105457629,0.1239099614,0.1005114305,0.1019611952,0.1121253602,0.1443262792,0.1717678319,0.1922990161,0.2223114762,0.2262527912,0.2649968323,0.2391261192,0.3425834534,0.3991650177,0.4281792182
Nauru,,,,,5.247942755,5.632872504,5.441549876,7.66291593,7.51552893,10.24142746,10.07263849,13.1965812,11.32789056,12.17217492,14.01996602,14.30426303,14.09610104,15.3700649,15.14683544,14.90650407,16.08540833,15.84017279,15.55364271,15.27355139,14.96555035,14.66627456,18.59062104,17.78089761,17.40792669,17.0006469,13.67557332,13.31148884,11.96410768,10.69310781,10.48018293,10.35196687,9.365926758,9.395847036,9.463423867,8.613264427,8.708272859,7.828554653,7.919223916,7.007007007,7.066424389,7.108042242,5.088022794,4.062563478,4.048582996,4.022121669,3.996403237,3.972589135,3.946329913,4.898119122,4.859558752,4.819741662,5.728470498,6.618133686,6.555534744
New Zealand,4.867069736,4.863166095,4.516526591,4.830336124,5.069180011,5.212262974,5.237592586,5.007613524,4.907836687,5.147130698,5.050328032,5.278783386,5.577719274,6.14695843,6.203229487,5.923148779,6.184562611,6.506157298,5.769779892,5.299398842,5.608463812,5.288863324,5.779176198,5.615176132,5.979286046,6.714909304,7.052053415,7.363341376,7.735165377,7.700344326,6.700102108,6.469056679,6.906022595,6.693354235,6.70718232,6.636903142,6.832797428,7.357258086,7.166448231,7.486115095,7.647043575,8.174204355,7.997973914,8.303535956,8.041590214,8.287573478,8.199111026,7.905203845,8.068453918,7.279319481,7.155170432,6.92290146,7.261631996,7.147520317,7.038636112,6.983555343,6.614199953,6.838956291,6.572664572
OECD members,7.183293878,7.23277098,7.450366961,7.757249546,8.036766084,8.271750753,8.539540797,8.804698034,9.16742971,9.615685983,10.31695223,10.37515322,10.75542833,11.17114901,10.81285871,10.37726051,10.81064771,10.92853365,11.11545913,11.30258519,10.94871493,10.44684806,10.01560345,9.874589987,10.04675702,10.07411556,9.994877907,10.23068887,10.47916438,10.70142819,10.23767261,10.18199236,10.11622694,10.11466511,10.20200824,10.25537813,10.50156927,10.64554076,10.57016038,10.53560704,10.72787254,10.6631586,10.49869048,10.60558264,10.63269925,10.5880111,10.45658977,10.51282974,10.18106615,9.509908315,9.81994029,9.586123286,9.38340717,9.368492598,9.134525411,9.028326764,8.91541555,8.832749761,8.835263958
Oman,,,,,0.0180673028,0.04107000573,0.04569420583,0.2055378062,0.2374189219,0.3349216883,0.3242254525,2.795656156,2.692208118,2.61738694,2.774361246,8.227528746,8.979352709,8.700557576,7.548474676,7.072991177,5.238240153,4.930079847,4.445465193,5.533833669,5.632211233,5.780418349,6.325491615,5.842765875,6.308628292,5.781171119,6.561238038,8.501600783,7.512837372,6.795019174,6.427991599,7.077182574,7.073071716,7.663043019,7.673659852,9.060276784,9.938389919,11.01544733,11.53816503,11.59601771,11.25321199,11.09804106,14.53839248,15.44128661,14.56948057,14.85648007,15.27897193,16.11146005,16.76657525,16.20004223,16.00842261,16.00528292,15.52503484,14.98094912,15.19212436
Other small states,0.8130026503,0.9956300086,0.9979260649,2.087976591,2.218070465,2.175650782,2.130234177,2.393053299,2.735139885,2.592878281,4.277469045,4.578762435,5.320152836,6.308098868,5.505194185,5.32978023,5.317906813,5.515477063,6.237737564,6.371012981,5.947406909,5.094350649,5.180259945,4.598664464,4.818713389,4.93950816,4.928167935,4.816528944,5.139839875,5.542707979,4.933213172,4.724077425,4.41061455,4.256262585,4.244723626,4.165870211,4.293308639,4.373641761,4.415525644,4.442738359,4.359741267,4.464927415,4.660134862,4.912917288,5.072768328,5.602476775,5.808591854,6.047002854,6.189252861,5.945811419,6.199949465,6.235335944,6.422413801,6.497138691,6.594152263,6.424559707,6.361739815,6.371571863,6.406682315
Pakistan,0.3146261872,0.318179228,0.3412255111,0.3826352303,0.3835645523,0.3922808988,0.3889420173,0.4020621785,0.4489360138,0.4239216626,0.4185933241,0.3863167703,0.3083812771,0.3175384668,0.3299995119,0.3475086795,0.3317832539,0.3437126083,0.3570950353,0.3738770019,0.4108408646,0.4263749435,0.4480924056,0.4670981028,0.4803771748,0.5117169418,0.5193821061,0.5446824841,0.5741577369,0.5832443283,0.5671266211,0.5444189587,0.5874755377,0.6297898275,0.6335015703,0.6683803153,0.6738945932,0.6815332686,0.668702448,0.7123553986,0.6910743563,0.6837312543,0.6840535516,0.6901670484,0.7573499424,0.7589953756,0.8076934459,0.8715907919,0.8282018145,0.8268878826,0.7837273501,0.7725530174,0.7675667666,0.758649973,0.7868205656,0.8203003533,0.8867494847,0.9509095471,0.981820105
Panama,0.8803350382,0.9457185208,0.9911247648,0.9560478589,0.9739738359,1.163127273,1.224277189,1.218102859,1.408343765,1.390820471,1.450593897,1.665652652,1.742501074,1.960810739,1.778404008,2.099160412,2.01630969,1.883578445,1.508110954,1.653784338,1.579126293,1.648911506,1.587929681,1.646972967,1.328029378,1.184768836,1.213981486,1.380903083,1.23701234,1.042767204,1.088651877,1.240530059,1.413071454,1.445095498,1.505150483,1.591434287,1.57708908,1.625841347,1.964071231,1.686189102,1.742382768,2.013178877,1.717899336,1.723248208,1.71593427,2.137995605,2.208349685,2.165811393,2.076102524,2.430700587,2.52286016,2.695280346,2.774068559,2.766300773,2.891335759,2.696239628,2.6677744,2.495882403,2.42765632
Peru,0.8048975033,0.8273604912,0.9275414967,0.9251784553,1.077547463,1.021689888,1.100485124,1.102450434,1.138784912,1.168759718,1.321339436,1.345273271,1.277859006,1.351806433,1.42240059,1.424031969,1.41692355,1.4356004,1.346266729,1.301516187,1.37463297,1.340153329,1.284594891,1.08371957,1.071074175,0.9868120315,1.079958982,1.246064563,1.18694278,1.010477328,0.9346923691,0.8769054323,0.9008647344,0.9201929158,0.9374709792,1.04530328,1.120634892,1.108644944,1.038269831,1.10590052,1.074454277,0.9836081845,1.016569005,0.9842096459,1.13306342,1.125021262,1.105968941,1.203894392,1.350030342,1.447591006,1.569880886,1.66004233,1.639283704,1.663196859,1.755046431,1.766284697,1.827909662,1.717004408,1.69681923
Philippines,0.317288663,0.3211875961,0.3685631245,0.3958635946,0.4285290273,0.4523543305,0.5060165217,0.5554576122,0.6584175867,0.6571573316,0.6921536446,0.7486318062,0.6972670436,0.8083368477,0.7605433406,0.7878335041,0.827623677,0.842421128,0.8358163752,0.8276243296,0.7812878997,0.7121868666,0.6996272397,0.6889056002,0.5866972651,0.5167839884,0.523853892,0.570761127,0.6417172148,0.648675171,0.659825325,0.6360434442,0.6725610059,0.7126778451,0.7553441035,0.8855887159,0.9452150209,1.031481492,1.003454989,0.9489567025,0.9384325064,0.8995533975,0.8964513848,0.9002796683,0.9009504177,0.9047074221,0.8056783198,0.8339533363,0.8440961459,0.8388324815,0.8893568178,0.883854313,0.9058492898,0.9891621208,1.038769688,1.113176292,1.205049261,1.298718327,1.33369096
Palau,1.501484287,5.110292654,4.970277858,5.205848949,5.436619718,5.997819173,5.904991948,6.47365169,6.719633508,11.36369114,11.49529781,13.69305452,13.9644304,13.94186139,15.15643765,15.06830516,8.856797818,14.4986557,8.865339673,10.19360641,12.94802102,12.83942676,12.59533509,12.27853917,11.95458681,11.92167874,11.66230575,11.42610297,12.73263889,15.46205114,0,0,12.61113563,12.28124041,11.9510009,11.65637021,11.36428206,11.10124334,10.86425118,10.65359825,10.99246231,11.34605467,11.20048875,11.10438118,11.58048437,13.14193288,12.79099514,12.52674983,11.22514432,10.93493712,11.69655787,12.3957629,11.90813723,12.49786968,12.4822695,12.45400509,14.67434248,15.16087372,16.19116744
Papua New Guinea,0.0796517334,0.08780166927,0.08461045767,0.1075842969,0.1099699288,0.1224579379,0.1342809319,0.1680412967,0.1891034376,0.2050106573,0.2490226838,0.2895485629,0.4347916377,0.4502169643,0.5183756327,0.4881634832,0.48858028,0.4785501642,0.494541601,0.5166135581,0.5123847414,0.5268416745,0.516699664,0.5190549375,0.5146407777,0.5211586705,0.4931378223,0.5441673122,0.5001227462,0.451561306,0.4701199759,0.4613226459,0.4507656399,0.4465500774,0.4046853483,0.4106370021,0.4196258443,0.4406391986,0.4747600536,0.4548503315,0.4822499525,0.565725693,0.5919370953,0.653985665,0.7727115424,0.751358527,0.7131153497,0.7402508305,0.6794529973,0.7012118228,0.6866824102,0.6892217495,0.6421174255,0.6715125132,0.7386683307,0.7930662086,0.9224148749,0.9125344067,0.8668044568
Poland,6.740362582,6.922802563,7.15360516,7.528621321,7.807291587,7.862051172,7.975704744,8.105834014,8.548589914,9.022079801,9.320318329,9.554993854,9.981742698,10.07663176,10.29951122,11.0409312,11.6146269,12.0794436,12.35662883,12.55388634,13.05936746,11.42279709,11.65347614,11.54822291,11.75733071,11.98594819,12.10401817,12.35406034,11.79069191,11.16361398,9.189525421,9.193856236,8.950395696,8.94455034,8.814909778,8.80943173,9.199373349,8.916766668,8.235419879,7.992184018,7.729236717,7.676203111,7.514445847,7.792261502,7.904725922,7.895885925,8.234912595,8.220498335,8.086920971,7.791546793,8.247028333,8.159838143,7.969647505,7.842493766,7.517152269,7.609299873,7.894108855,8.237562431,8.235472255
Pre-demographic dividend,0.1565328628,0.1632564292,0.1664169673,0.1750655294,0.1869357701,0.2676905434,0.3123456375,0.2673877503,0.2513120846,0.3046017335,0.353255019,0.4222857337,0.4586177178,0.4946156779,0.5370727507,0.4719611289,0.5298271444,0.4839121411,0.4684701991,0.57012093,0.5386153073,0.4708019718,0.4530834799,0.4480177219,0.4666212161,0.4730014446,0.4617644429,0.4428655628,0.5074083157,0.4462044739,0.4434447247,0.4054664766,0.4620150857,0.501594315,0.5061118636,0.4988374337,0.5068584606,0.5278225006,0.4357474848,0.3962310575,0.410225224,0.4356500057,0.4243012174,0.4152233473,0.4227437158,0.4587197339,0.4442440045,0.4295121261,0.4459942915,0.454267639,0.4957761895,0.5220240946,0.535956494,0.5532911319,0.5617121843,0.538724921,0.5432910193,0.5365174569,0.5579259277
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",2.084801381,2.267986485,2.587839881,2.72377781,2.903167023,3.528028637,3.703785021,3.966317174,4.359184248,4.578273516,5.104142282,7.262926721,5.891692698,6.248080384,6.376530968,6.62008406,6.656078946,6.779223232,6.373508873,6.415246047,6.549839333,6.474401859,6.516009491,6.867779759,7.273781179,7.675801413,8.221887685,9.078999055,10.24484725,10.73519319,6.079419183,5.694072502,5.000619227,4.547670648,4.113452886,3.815701001,3.346835235,3.023022384,2.704027386,2.928979076,3.132267246,3.215754891,3.050628479,3.089739999,3.131538963,3.245877591,3.281664508,2.713705328,2.995868844,2.2662203,2.102747014,1.501212318,1.552379419,1.11594697,1.253901331,1.004612801,1.188967848,0.8800692856,0.7092085882
Portugal,0.9285780894,1.018050319,1.034377865,1.110208624,1.21998414,1.288947997,1.327035861,1.398287231,1.472335783,1.668587261,1.757791405,1.898035761,2.126159183,2.317068608,2.366234787,2.348565289,2.396767891,2.403642892,2.379382628,2.590855545,2.763116005,2.763828494,2.951574043,3.0307109,2.907559769,2.734259393,3.042086135,3.14417772,3.28615515,4.118915142,4.113903954,4.294075391,4.699324611,4.595232659,4.734012075,5.055766027,4.843031237,5.038096338,5.472335376,6.088378078,5.99228486,5.923154167,6.296768091,5.786503087,5.926251788,6.233261261,5.744948247,5.577179245,5.383505126,5.327278971,4.817886902,4.723629323,4.585897803,4.452394238,4.415895223,4.812669843,4.72231143,5.177519101,4.840612761
Paraguay,0.159854306,0.1857371919,0.1955319122,0.1993379733,0.2045337126,0.2532098334,0.2301395999,0.2129001391,0.2510227788,0.215759867,0.3007976137,0.2501663133,0.2753269065,0.3267929299,0.3500309859,0.3008498744,0.3613353236,0.3947160993,0.4843444737,0.4300665783,0.4690898713,0.4246337065,0.4060217356,0.4080866464,0.4189360943,0.4219407182,0.4400701652,0.4862039327,0.5406556949,0.5457169008,0.4901249298,0.46604472,0.5556781647,0.6190294935,0.7158018181,0.7913184412,0.7611038297,0.8223131368,0.8359698033,0.8185806693,0.6612561387,0.6668580046,0.6833023678,0.6994517825,0.6927774548,0.635291835,0.6477021287,0.6585056423,0.6873534852,0.7089586744,0.8066559358,0.8241262486,0.8066638532,0.8140979649,0.853091829,0.9523459255,1.054902434,1.164982151,1.210453778
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,0.3755942056,0.3908245037,0.4701416002,0.4770616099,0.7232222524,0.6147235519,0.6016521485,0.6724397676,0.6962234984,0.7442713054,0.8392700732,0.9268569658,0.940616829,0.9931712441,1.033792477,0.9937965414,0.7702759194,1.092888762,0.9848938331,1.114884652,1.09077079,1.306986367,1.089941845,0.9936762178,0.8796205281,0.9141720264,0.9000139271,0.8043696211,0.8801670883,0.9536428347,0.9905751422,0.9900903214,0.9880452239,0.9819958083,0.9708534353,0.9828015164,1.006213906,0.9929028571,0.985843496,0.9948679248,1.024229395,1.143882822,1.06176639,1.153926382,1.360588672,1.310984897,1.318487576,1.249620064,1.052166118,1.070294569,1.128918419,1.106249955,1.062351199,1.119606177,1.187833486,1.253410764,1.462856031,1.483613918,1.539504166
Post-demographic dividend,7.860524799,7.919592274,8.177207791,8.529163346,8.854568021,9.140935648,9.453097325,9.776844481,10.2000439,10.72753871,11.54967515,11.6053962,12.05851819,12.55279828,12.13600501,11.61341279,12.10529104,12.24060542,12.46677233,12.6866105,12.22719837,11.70714776,11.19126979,11.08714885,11.31273866,11.3434521,11.25515804,11.52791934,11.8906476,12.1406212,11.78688337,11.66465323,11.51830824,11.44176537,11.44388538,11.5171331,11.72698376,11.88612787,11.80907283,11.82059766,12.03903264,12.0225922,11.85166628,11.99659897,12.01962704,11.95517991,11.78315449,11.84053218,11.44934661,10.65264281,11.03086295,10.76360624,10.52363763,10.53692014,10.26164699,10.08307483,9.93932107,9.808165962,9.853587312
French Polynesia,0.4696465164,0.7269933709,0.5698728064,0.7600262531,0.732325922,0.902602684,1.251160579,1.39359936,1.49052057,1.510551051,1.758991764,1.987620754,1.826719465,1.704315849,1.704654149,1.620724078,1.947668543,1.965966846,2.160452753,1.898415964,1.913658365,2.089405776,2.073801781,2.518303315,2.661118497,3.314352856,3.328007172,3.262385577,2.990965178,2.772807161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,3.714750016,3.137418088,3.388973803,99.4565545,92.86635979,85.46090641,78.62121478,77.50594452,75.97125722,71.10083267,69.10718492,76.6485391,82.63780698,87.68963504,68.26810915,66.68327714,59.78116005,54.44615756,54.86735401,69.98992065,58.57439787,51.85886589,44.56288123,36.43300172,36.13575389,33.44817815,33.43031988,27.2405615,26.89011544,31.03171189,26.32932654,29.97820886,29.63244066,30.88863143,32.04850072,33.14850413,34.27547839,36.33340805,37.72893906,40.2288575,36.67714826,38.19431459,43.06632214,42.4030238,42.35848205,47.69993414,43.98144527,41.89780219,38.44306626,34.54497554,33.54470032,32.30572603,33.37313156,31.92701809,32.69353229,32.47056953,32.128042,32.17937063,32.41563917
Romania,2.903812021,3.005891594,3.420285867,3.698826568,3.811762869,4.136449656,4.381022511,4.716318555,5.060132786,5.579907153,5.931369102,6.149550423,6.410251701,6.957304491,7.177785046,7.620014725,8.109155575,8.199979904,8.833289023,8.87596915,8.853726719,8.864718761,8.710449013,8.890011018,8.359877745,8.54896734,8.851795307,9.244904383,9.228068093,9.245609624,7.440359782,6.190123931,5.527262887,5.167972278,5.063305396,5.322190223,5.479905304,5.028824627,4.415891986,3.804728009,3.960259985,4.252219753,4.306850612,4.617525479,4.509189647,4.493968837,4.668355214,4.618114405,4.635825274,3.953359587,3.827751952,4.16676428,4.074676308,3.603438063,3.586823815,3.678916669,3.610752001,3.782790244,3.845132759
